CATEGORY,YEAR,INDICATOR,SOURCE,DESCRIPTION,UNIT,MAP,GRAPH,FILE,OPTIONS,TYPE,AFG,ALB,DZA,AND,AGO,AIA,ATG,ARG,ARM,ABW,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BOL,BIH,BWA,BRA,VGB,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CYM,CAF,TCD,CHL,CHN,COL,COM,COG,COK,CRI,CIV,HRV,CUB,CYP,CZE,PRK,COD,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FJI,FIN,FRA,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRD,GTM,GIN,GNB,GUY,HTI,VAT,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MRT,MUS,MEX,FSM,MCO,MNG,MNE,MSR,MAR,MOZ,MMR,NAM,NRU,NPL,NLD,ANT,NZL,NIC,NER,NGA,NIU,NOR,OMN,PAK,PLW,PSE,PAN,PNG,PRY,PER,PHL,POL,PRT,QAT,KOR,MDA,ROU,RUS,RWA,KNA,LCA,VCT,WSM,SMR,STP,SAU,SEN,SRB,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TJK,THA,MKD,TLS,TGO,TKL,TON,TTO,TUN,TUR,TKM,TCA,TUV,UGA,UKR,ARE,GBR,TZA,USA,URY,UZB,VUT,VEN,VNM,YEM,ZMB,ZWE,GUF,ESH,TWN,GRL,EAZ,SJM,PRI,IMN,JEY,GGY,VIR
,,Life Expectancy at Birth (Total),,Description Life Expectancy at Birth (Total),,0=[0xBD0026][84] 1=[0xF03B20][68] 2=[0xFD8D3C][52] 3=[0xFEB24C][38] 4=[0xFED976][20],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Male Life Expectancy at Birth,,Description Male Life Expectancy at Birth,,0=[0xBD0026][78] 1=[0xF03B20][68] 2=[0xFD8D3C][61] 3=[0xFEB24C][49] 4=[0xFED976][18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Female Life Expectancy at birth,,Description Female Life Expectancy at Birth,,0=[0xBD0026][85] 1=[0xF03B20][73] 2=[0xFD8D3C][66] 3=[0xFEB24C][52] 4=[0xFED976][8.03],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Life Expectancy at Birth (Total),,Description Life Expectancy at Birth (Total),,0=[0xBD0026][84] 1=[0xF03B20][68] 2=[0xFD8D3C][52] 3=[0xFEB24C][38] 4=[0xFED976][20],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Male Life Expectancy at Birth,,Description Male Life Expectancy at Birth,,0=[0xBD0026][78] 1=[0xF03B20][68] 2=[0xFD8D3C][61] 3=[0xFEB24C][49] 4=[0xFED976][18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Female Life Expectancy at birth,,Description Female Life Expectancy at Birth,,0=[0xBD0026][85] 1=[0xF03B20][73] 2=[0xFD8D3C][66] 3=[0xFEB24C][52] 4=[0xFED976][8.03],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Life Expectancy at Birth (Total),,Description Life Expectancy at Birth (Total),,0=[0xBD0026][84] 1=[0xF03B20][68] 2=[0xFD8D3C][52] 3=[0xFEB24C][38] 4=[0xFED976][20],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Male Life Expectancy at Birth,,Description Male Life Expectancy at Birth,,0=[0xBD0026][78] 1=[0xF03B20][68] 2=[0xFD8D3C][61] 3=[0xFEB24C][49] 4=[0xFED976][18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Female Life Expectancy at birth,,Description Female Life Expectancy at Birth,,0=[0xBD0026][85] 1=[0xF03B20][73] 2=[0xFD8D3C][66] 3=[0xFEB24C][52] 4=[0xFED976][8.03],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Life Expectancy at Birth (Total),,Description Life Expectancy at Birth (Total),,0=[0xBD0026][84] 1=[0xF03B20][68] 2=[0xFD8D3C][52] 3=[0xFEB24C][38] 4=[0xFED976][20],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Male Life Expectancy at Birth,,Description Male Life Expectancy at Birth,,0=[0xBD0026][78] 1=[0xF03B20][68] 2=[0xFD8D3C][61] 3=[0xFEB24C][49] 4=[0xFED976][18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Female Life Expectancy at birth,,Description Female Life Expectancy at Birth,,0=[0xBD0026][85] 1=[0xF03B20][73] 2=[0xFD8D3C][66] 3=[0xFEB24C][52] 4=[0xFED976][8.03],,,,,42.27,74.65,68.34,,43.2,,77.13,75.14,70.75,75.93,80.06,78.87,69.1,72.84,73.66,59.15,77.05,75.79,79.34,74.32,51.67,78.25,54.18,,73.71,66.07,70.17,,75.81,74.8,49.67,47.88,,54.78,80.63,68.18,,,52.43,76.73,71.07,72.4,57.58,57.67,,78.12,,75.93,76.32,78.6,75.41,,,77.73,52.91,76,70.26,71.34,63.66,71.42,48.39,50.48,74.89,,67.64,78.88,80.97,62.88,54.36,74.18,78.43,57.81,,79.5,70.68,65.32,44.92,44.35,64.3,56.38,,68.59,,73.78,80.53,58.65,57.09,,72.29,77.72,78.8,80.25,73.06,81.85,71.67,73.1,61.25,60.5,73.82,72.6,,74.63,71.07,61.2,43.94,,,76.15,78.22,,51.97,48.28,72.09,60.4,45.25,77.62,69.4,57.45,73.4,73.83,66.76,,63.28,78.33,,66.12,44.8,,62.76,,53.7,80.08,,78.36,67.1,41.75,46.86,,79.56,71.92,61.47,74.98,,75.13,58.53,70.28,67.99,67.98,75.28,77.7,74.52,,,73.05,74.32,34.61,70,73.13,71.89,68.43,82.5,,69.99,54.28,74.1,74,40.07,78.03,75.39,77.69,57.07,46.13,65.35,80.51,73.22,,70.95,60.98,80.4,80.71,72.46,66.08,75.81,,46.59,54.72,,71.12,72.8,72.1,65.27,66.43,,,49.45,74.9,73.53,78.5,,78.87,76.3,69.95,64.67,,,,48.92,62.38,,,,67.8,,,79.04,79.5,,,
,,Life Expectancy at Birth (Total),,Description Life Expectancy at Birth (Total),,0=[0xBD0026][84] 1=[0xF03B20][68] 2=[0xFD8D3C][52] 3=[0xFEB24C][38] 4=[0xFED976][20],,,,,41316,71895,66999,,41987,,77.13,71561,67892,75932,77.05,75.77,65649,72837,71734,53977,77052,71.14,76.14,74322,53835,78.25,54.18,,66738,64.24,66.26,,75.81,71.31,47.42,46355,54964,55079,77.51,65932,,,51212,73.56,68042,68295,56.43,59256,,75495,,71949,74638,78596,71.49,,,74.92,50818,76,67636,68.85,62914,65.91,46742,48093,69.9,,67635,75.04,76.98,61129,51205,70514,75.39,57244,,77154,70676,62239,48274,43812,64295,54947,,66381,,69.41,77.98,58195,61558,,64357,74.97,77.08,77.06,71183,79.03,66973,66733,59843,60.5,74823,66269,,69.51,68607,59308,48504,,,71.36,75.4,,50841,49278,70121,60396,42988,77621,69.4,55658,69235,70795,66761,,60781,75561,,64097,43405,,62192,,53.92,77.05,,75.55,64134,41622,44551,,76.41,69.75,60559,74.98,,72162,58.53,68016,65579,65425,70.75,74.25,69097,,,69404,69.36,48529,70,73128,71889,68425,82.5,,67795,52024,71556,74,39978,74872,70.83,73.86,57072,44508,61375,76.99,69424,,70946,60533,77.67,77.44,68125,62896,69153,,45793,57718,,71123,68916,68.63,64626,62755,,,47.91,70.46,72539,75.89,,75.59,72544,66821,64673,,,,51118,60762,,,,67.8,,,74451,79.5,,,
,,Male Life Expectancy at Birth,,Description Male Life Expectancy at Birth,,0=[0xBD0026][78] 1=[0xF03B20][68] 2=[0xFD8D3C][61] 3=[0xFEB24C][49] 4=[0xFED976][18],,,,,42.38,68.78,65.86,,39.18,,71.5,68.03,64.91,70.97,73.84,72.33,60.6,66.2,71.32,59.78,71.91,66.24,72.71,70.74,45.77,70.01,51.08,,61.52,62.06,62.69,,71.6,68.08,47.3,44.65,53.79,51.8,74.22,62.13,,,49.02,70.63,67.93,64.41,53.72,54.89,,73.49,,68.59,72.69,74.51,67.54,,,72.02,49.9,72,65.27,66.49,60.45,60.83,45.22,46.1,64.67,,63.61,70.94,72.73,59.77,51.95,66.5,71.93,55.92,,74.5,67.26,59.39,42.48,41.37,58.06,53.87,,64.2,,65.15,75.36,58.07,,,63,72.13,75.32,73.61,68.35,75.93,69.26,63.8,57.52,56,71.6,64.2,,64.18,66.39,57.54,40.69,,,66.39,72.3,,49.58,45.97,68.14,61.35,43.13,72.85,65.7,54.5,65.6,67.9,65.66,,57.93,72.65,,62.27,41.63,,58.89,,54.21,73.82,,72.49,61.36,41.13,44.47,,73.18,69.41,60.1,63.44,,69.7,53.02,65.78,63.23,62.48,66.26,70.64,73.76,,,66.59,63.73,31.13,66,68.8,66.68,61.82,75.9,,67.61,52.26,69,67.5,37.44,73.25,66.52,69.77,56.36,42.99,57.93,73.33,66.31,,64.22,57.79,74.81,73.94,69.74,59.79,69.29,,45.02,51.35,,68.12,65.28,68.6,60.96,59.07,,,45.37,65.6,70.83,72.84,,71.86,68.85,63.57,61.79,,,,46.11,58.77,,,,63,,,69.98,73.7,,,
,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Female Life Expectancy at birth,,Description Female Life Expectancy at Birth,,0=[0xBD0026][85] 1=[0xF03B20][73] 2=[0xFD8D3C][66] 3=[0xFEB24C][52] 4=[0xFED976][8.03],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Life Expectancy at Birth (Total),,Description Life Expectancy at Birth (Total),,0=[0xBD0026][84] 1=[0xF03B20][68] 2=[0xFD8D3C][52] 3=[0xFEB24C][38] 4=[0xFED976][20],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Male Life Expectancy at Birth,,Description Male Life Expectancy at Birth,,0=[0xBD0026][78] 1=[0xF03B20][68] 2=[0xFD8D3C][61] 3=[0xFEB24C][49] 4=[0xFED976][18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Female Life Expectancy at birth,,Description Female Life Expectancy at Birth,,0=[0xBD0026][85] 1=[0xF03B20][73] 2=[0xFD8D3C][66] 3=[0xFEB24C][52] 4=[0xFED976][8.03],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Life Expectancy at Birth (Total),,Description Life Expectancy at Birth (Total),,0=[0xBD0026][84] 1=[0xF03B20][68] 2=[0xFD8D3C][52] 3=[0xFEB24C][38] 4=[0xFED976][20],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Male Life Expectancy at Birth,,Description Male Life Expectancy at Birth,,0=[0xBD0026][78] 1=[0xF03B20][68] 2=[0xFD8D3C][61] 3=[0xFEB24C][49] 4=[0xFED976][18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Female Life Expectancy at birth,,Description Female Life Expectancy at Birth,,0=[0xBD0026][85] 1=[0xF03B20][73] 2=[0xFD8D3C][66] 3=[0xFEB24C][52] 4=[0xFED976][8.03],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Life Expectancy at Birth (Total),,Description Life Expectancy at Birth (Total),,0=[0xBD0026][84] 1=[0xF03B20][68] 2=[0xFD8D3C][52] 3=[0xFEB24C][38] 4=[0xFED976][20],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Male Life Expectancy at Birth,,Description Male Life Expectancy at Birth,,0=[0xBD0026][78] 1=[0xF03B20][68] 2=[0xFD8D3C][61] 3=[0xFEB24C][49] 4=[0xFED976][18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Female Life Expectancy at birth,,Description Female Life Expectancy at Birth,,0=[0xBD0026][85] 1=[0xF03B20][73] 2=[0xFD8D3C][66] 3=[0xFEB24C][52] 4=[0xFED976][8.03],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Life Expectancy at Birth (Total),,Description Life Expectancy at Birth (Total),,0=[0xBD0026][84] 1=[0xF03B20][68] 2=[0xFD8D3C][52] 3=[0xFEB24C][38] 4=[0xFED976][20],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Male Life Expectancy at Birth,,Description Male Life Expectancy at Birth,,0=[0xBD0026][78] 1=[0xF03B20][68] 2=[0xFD8D3C][61] 3=[0xFEB24C][49] 4=[0xFED976][18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Female Life Expectancy at birth,,Description Female Life Expectancy at Birth,,0=[0xBD0026][85] 1=[0xF03B20][73] 2=[0xFD8D3C][66] 3=[0xFEB24C][52] 4=[0xFED976][8.03],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Life Expectancy at Birth (Total),,Description Life Expectancy at Birth (Total),,0=[0xBD0026][84] 1=[0xF03B20][68] 2=[0xFD8D3C][52] 3=[0xFEB24C][38] 4=[0xFED976][20],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Male Life Expectancy at Birth,,Description Male Life Expectancy at Birth,,0=[0xBD0026][78] 1=[0xF03B20][68] 2=[0xFD8D3C][61] 3=[0xFEB24C][49] 4=[0xFED976][18],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
