GLOBAL,CATEGORY,YEAR,INDICATOR,SOURCE,DESCRIPTION,UNIT,MAP,GRAPH,FILE,OPTIONS,TYPE,AFG,ALB,DZA,AND,AGO,AIA,ATG,ARG,ARM,ABW,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BOL,BIH,BWA,BRA,VGB,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CYM,CAF,TCD,CHL,CHN,COL,COM,COG,COK,CRI,CIV,HRV,CUB,CYP,CZE,PRK,COD,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FJI,FIN,FRA,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRD,GTM,GIN,GNB,GUY,HTI,VAT,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MRT,MUS,MEX,FSM,MCO,MNG,MNE,MSR,MAR,MOZ,MMR,NAM,NRU,NPL,NLD,ANT,NZL,NIC,NER,NGA,NIU,NOR,OMN,PAK,PLW,PSE,PAN,PNG,PRY,PER,PHL,POL,PRT,QAT,KOR,MDA,ROU,RUS,RWA,KNA,LCA,VCT,WSM,SMR,STP,SAU,SEN,SRB,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TJK,THA,MKD,TLS,TGO,TKL,TON,TTO,TUN,TUR,TKM,TCA,TUV,UGA,UKR,ARE,GBR,TZA,USA,URY,UZB,VUT,VEN,VNM,YEM,ZMB,ZWE,GUF,ESH,TWN,GRL,EAZ,SJM,PRI,IMN,JEY,GGY,VIR
,,,Exchange Rates to US Dollar,,Description Exchange Rates to US Dollar,,0=[0xBD0026][20000] 1=[0xF03B20][240] 2=[0xFD8D3C][40] 3=[0xFEB24C][7.740583] 4=[0xFED976][4],,,,,0.0449984271,5,3.965899999,,2.9918e-08,,2.7,7.9575e-09,,,0.873659249,14.52,,0.999999999,0.3874533323,15.016116666,2,,31.49,2,225.65586023,0.999999999,8.1928403484,,,0.828156999,6.56757e-12,,2.2740249992,0.00134,225.65586023,90,4,225.65586023,1.1406749993,35.500749999,,,225.65586027,31.655833333,1.683599999,39.094641666,225.65682894,225.65586023,,8.569999999,,,0.77,0.37,,,,5.514624999,177721,2.7,0.999999999,0.999999999,0.3913036675,0.999999999,225.65586023,2.07,,,0.846770749,4.12,4.51,225.65586023,2.0857452916,,,0.0001762632,,36.75,2.7,0.999999999,19.723540755,0.539058981,2.549999999,4.999999999,,2,,37.911349999,2.7111083329,8.1928403484,,,0.2953136675,0.52,0.0017435372,848.66,1.4132583331,210.44166667,0.305624999,,7.7293833323,0.873659249,0.275052749,,,,2.955374999,0.8695652181,0.999999999,,,,,,45.130999993,0.8437450823,2.3160416658,8.9687499994,225.65586023,0.39,0.999999999,46.1625,6.163274999,0.0227672833,0.999999999,,3.08,,,4.1666708323,0.03,,0.8695652181,,12.1105,2.16,,0.964424999,2.0606442e-09,225.65586023,0.6352719943,,5.242249999,0.345399999,9.9,0.999999999,,0.999999999,0.708924999,126,1.5634883e-07,7.3657583325,0.0033,43.94,3.876899999,,,0.001836025,,89.487906555,2.7,2.7,2.7,0.7363328323,,,3.3995616657,225.65586023,,6.9524666657,1.0470433325,2.2740249992,,,0.8736583333,6.294999999,0.8695652181,76.67,15.610666666,,0.001785,0.8695652181,4.518474999,1.7880249993,3.924999999,,20.3361026,,,225.65586023,,0.873694282,2.399999999,0.4161708323,2.42822e-05,,,,0.0773566667,,3.8712108323,0.5215045823,,1,0.0060233333,,72.938989899,,,,0.8006666667,0.0006740583,,,,,,,0.999999999,,,,
,,,Long-Term Government Bond Yield,,Description Long-Term Government Bond Yield,,0=[0xBD0026][87] 1=[0xF03B20][6.71] 2=[0xFD8D3C][4.82] 3=[0xFEB24C][3.79] 4=[0xFED976][1.00325],,,,,,,,,,,,,,,9.06,8.21,,,,,,,8.9275,,,,,,,,,,,,,,,,9.235833,,,,,,,,,,,,,,,,,,,14.54,,,,,,,,,,,,,10.61167,,,,,,,,,,,,,,,,,,,6.37,,,,12.83417,,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.735833,,9.979167,,,,,8.45,,9.48,,,,,,,,,16.17,,,,,,,,,,,,,,,,,,,,,,,10.39583,,,,,,10.09,3.326667,,,,,,,,,,,,,,,,,,12065,,8.41,,,,,,,,,,,,,,,,,,,
,,,Total Gross Central Government Debt as a Percentage of GDP,,Description Total Gross Central Government Debt as a Percentage of GDP,,0=[0xBD0026][1200] 1=[0xF03B20][84] 2=[0xFD8D3C][55] 3=[0xFEB24C][35] 4=[0xFED976][21],,,,,,,101.886632933798,,,,,17.5,,,24.7328917511093,18.8560477352721,,,,,,,45.5343035712975,,,,,,,,32.4489873673593,,,,,,,,33.8016374753861,,,,,25.9628875667599,,6.70437735357451,,,,30.7482637221426,,,,,,,,19.4669230769231,,,20.8558634673876,45.9524523118251,51.4285701194317,21.4326587941528,,,,,,8.35270055549087,21.0869023688007,,,,,27.4535404555418,,23.6519871106337,,12.11568287565,,,,,,,,,19.8034207349365,31.1967559266724,,,,76.4719165902028,,55.9526010281263,,35.0056430463965,,,29.5609673885565,,,,,,,,,,,,,,,,44.8133875310141,,,,,,37.6350271652285,24.6256735053252,,,,,,76.4986400725295,,,,,,41.4326312696384,,44.0971812713763,74.5223030439519,,,,35.6426572701834,,,,,63.1019082419813,,20.9107676729928,,15.6678992958817,,6.81163157286373,,,,,,,,,,,,,,,,,,65.8721256309591,,,,,42.4832797343582,9.75883489295335,73.5778741357084,,,,24.8943246291079,13.5480468106148,,,22.7677529033447,,,,,,,,18.8964888280894,,,,,,,47.16,,33.6360624291569,19.3762799835224,,,,,,,48.5926239932175,,,,,,,,,,,
,,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Exchange Rates to US Dollar,,Description Exchange Rates to US Dollar,,0=[0xBD0026][20000] 1=[0xF03B20][240] 2=[0xFD8D3C][40] 3=[0xFEB24C][7.740583] 4=[0xFED976][4],,,,,0.0449984271,5,4.1467583323,,2.9918e-08,,2.7,4.0763333e-09,,,0.901824999,16.53,,0.999999999,0.395649999,15.375099999,2,,35.84,2,245.67968657,0.999999999,8.7385761713,,,0.8419596657,5.14073e-12,,2.4393999993,0.0012,245.67968657,90,4,245.67968657,1.0634499994,34.046491666,,,245.6796866,21.535833333,1.8578238016,36.774866666,245.68074123,245.67968657,,8.569999999,,,0.83,0.41,,,,6.0031916657,177721,2.7,0.999999999,0.999999999,0.3913036675,0.999999999,245.67968657,2.07,,,0.9174403323,4.03,4.91,245.67968657,2.2930188753,,,0.0001149382,,36.84,2.7,0.999999999,21.144482673,0.5175990464,2.549999999,4.999999999,,2,,40.960749999,1.9886999997,8.7385761713,,,0.2953136675,0.57,0.0010445458,882.39,0.90909,268.51,0.3292666657,,8.2765608324,0.901824999,0.286565999,,,,3.0689583323,0.8695652181,0.999999999,,,,,,49.135749993,0.9029280823,2.4612833324,8.7667499995,245.67968657,0.42,0.999999999,45.587083333,6.6073083323,0.0225728667,0.999999999,,3.29,,,4.5033458323,0.03040725,,0.8695652181,,12.5,2.45,,1.0303116508,2.0606442e-09,245.67968657,0.6447010621,,5.323499999,0.345399999,9.9,0.999999999,,0.999999999,0.7914083323,126,8.4234833e-08,7.402824999,0.00332,38.28,3.9590166657,,,2,,95.935093221,2.7,2.7,2.7,0.786077499,,,3.525064999,245.67968657,,7.6433833323,1.1464966658,2.4393999993,,,0.9018166667,6.294999999,0.8695652181,75.96,8.8728333327,,0.001785,0.8695652181,4.4816416657,2.4035249993,3.924999999,,20.400102923,,,245.67968657,,0.9018611615,2.399999999,0.428949999,1.80022e-05,,,,0.08259,,3.903247499,0.573271999,,1,0.0046466667,,79.411313131,,,,0.7897278324,0.00062835,,,,,,,0.999999999,,,,
,,,Long-Term Government Bond Yield,,Description Long-Term Government Bond Yield,,0=[0xBD0026][87] 1=[0xF03B20][6.71] 2=[0xFD8D3C][4.82] 3=[0xFEB24C][3.79] 4=[0xFED976][1.00325],,,,,,,,,,,,,,,10.22667,8.74,,,,,,,8.7625,,,,,,,,,,,,,,,,8.693334,,,,,,,,,,,,,,,,,,,13.38,,,,,,,,,,,,,10.99167,,,,,,,,,,,,,,,,,,,6.32,,,,12.88667,,14.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.100833,,9.239166,,,,,7.39,,9.27,,,,,,,,,10.8,,,,,,,,,,,,,,,,,,,,,,,11.00833,,,,,,9.74,4045,,,,,,,,,,,,,,,,,,12.0275,,7.419167,,,,,,,,,,,,,,,,,,,
,,,Total Gross Central Government Debt as a Percentage of GDP,,Description Total Gross Central Government Debt as a Percentage of GDP,,0=[0xBD0026][1200] 1=[0xF03B20][84] 2=[0xFD8D3C][55] 3=[0xFEB24C][35] 4=[0xFED976][21],,,,,,,78.7494215813976,,,,,25.1,,,23.6389103162681,16.4255142536007,,,,,,,42.2090392660229,,,,,,,,28.7469307131848,,,,,,,,36.1662803082514,,,,,16.5484068092979,,8.37152415554516,,,,25.7459923207511,,,,,,,,10.7922142857143,,,16.3981600575527,30.3834215656215,55.9234897982363,16.5410636586048,,,,,,5.68524952182968,19.7,,,,,35.3121920630655,,23.2328527741372,,12.0358280072389,,,,,,,,,18.3753013574253,30.2950973248673,,,,74.1439788883044,,50.5529880070951,,30.4983640241874,,,27.0589314657941,,,,,,,,,,,,,,,,47.430426716141,,,,,,30.2315325248071,27.1080965768525,,,,,,62.0860128617363,,,,,,38.101842842712,,41.9706078824315,61.2289090160444,,,,34.8495290604181,,,,,,,18.8025187154577,,15.4435698260994,,7.42993737946065,,,,,,,,,,,,,,,,,,62.179687012906,,,,,42.00117247392,8.55755610269315,70.4727112917845,,,,21.6977775983827,13.2876054599081,,,22.3906524917602,,,,,,,,15.7759626604434,,,,,,,46.11,,34.4239200039407,22.4610119842402,,,,,,,39.3221110100091,,,,,,,,,,,
,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Exchange Rates to US Dollar,,Description Exchange Rates to US Dollar,,0=[0xBD0026][20000] 1=[0xF03B20][240] 2=[0xFD8D3C][40] 3=[0xFEB24C][7.740583] 4=[0xFED976][4],,,,,0.0449984271,5,4.163824999,,2.9383623e-08,,2.6146708328,1.3998333e-09,,,0.8182840823,17.94,,0.999999999,0.3955991657,15.399168604,2,,38.61,2.2256731317,238.95049427,0.999999999,8.9604127281,,,0.869564999,3.87911e-12,,2.4708416659,0.0012,238.95049427,86.25,4,238.95049427,0.9860249991,30.229083333,,,238.95049425,13.054166667,1.941399999,34.693924999,238.95152005,238.95049427,,8.569999999,,,821,0.41,,,,6.045024999,177721,2.6146708328,0.999999999,0.999999999,0.3913036675,0.999999999,238.95049427,2.07,,,0.897715403,3.86,4.8,238.95049427,2.2256731298,,,0.0001149382,,36.52,2.6146708328,0.999999999,21.381956943,0.4650628205,2.549999999,4.999999999,,2,,41.575266666,1.8217166664,8.9604127281,,,0.2953136675,0.56,0.0007925571,832.33,0.90909,296.5525,0.3319833323,,8.3671449992,0.8182840823,0.2923874157,,,,2.8715916659,0.8695652181,0.999999999,,,,,,47.789916663,0.9130114157,2.5415749992,8.3646666663,238.95049427,0.43,0.999999999,45.022249999,6.681524999,0.01542585,0.999999999,,3.37,,,4.419312499,0.0302290833,,0.8695652181,,12.5,2.64,,1.0048887897,2.0606442e-09,238.95049427,0.6266010037,,5.4565166657,0.345399999,9.9,0.999999999,,0.999999999,0.792807499,126,5.5755833e-08,7.4402583323,0.00332,30.23,3.9634333323,,,2,,97.012346555,2.6146708328,2.6146708328,2.6146708328,0.795365499,,,3.529999999,238.95049427,,7.4188833324,1.1128408325,2.4708416659,,,0.8182833333,6.294999999,0.8695652181,66.9,8.4119999991,,0.001785,0.8695652181,4.3558916657,2.4996416658,3.8526666657,,20.400102923,,,238.95049427,,0.8183168949,2.4357864317,0.428774999,1.60531e-05,,,,0.0826616667,,3.953072499,0.5565098323,,1,0.0033025,,77.236228956,,,,0.7009838332,0.0006253667,,,,,,,0.999999999,,,,
,,,Long-Term Government Bond Yield,,Description Long-Term Government Bond Yield,,0=[0xBD0026][87] 1=[0xF03B20][6.71] 2=[0xFD8D3C][4.82] 3=[0xFEB24C][3.79] 4=[0xFED976][1.00325],,,,,,,,,,,,,,,10.03083,8.75,,,,,,,9.088333,,,,,,,,,,,,,,,,9.229167,,,,,,,,,,,,,,,,,,,13.21,,,,,,,,,,,,,10.51,,,,,,,,,,,,,,,,,,,6.29,,,,14.61333,,13.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9525,,8.341666,,,,,7.25,,9.04,,,,,,,,,9.74,,,,,,,,,,,,,,,,,,,,,,,10.43667,,,,,,9.28,4.9825,,,,,,,,,,,,,,,,,,13.61,,7.611667,,,,,,,,,,,,,,,,,,,
,,,Total Gross Central Government Debt as a Percentage of GDP,,Description Total Gross Central Government Debt as a Percentage of GDP,,0=[0xBD0026][1200] 1=[0xF03B20][84] 2=[0xFD8D3C][55] 3=[0xFEB24C][35] 4=[0xFED976][21],,,,,,,55.74211233177,,,,,28.7,,,22.9823490858137,15.1810591022428,,,,,,,39.3842308230285,,,,,,,,26.0935122274376,,,,,,,,35.7151644025798,,,,,19.5405049027433,,10.8650311399596,,,,28.9698968832827,,,,,,,,7.54933333333333,,,15.6042009363533,16.1618898313453,39.6368957560739,11.3530239627559,,,,,,4.26087130824251,25,,,,,42.1651854121974,,20.804360217315,,13.7356006582556,,,,,,,,,17.174000912316,32.6297561550241,,,,77.6392879432624,,48.4153526381513,,24.834265334928,,,31.3551365307879,,,,,,,,,,,,,,,,45.9248709275414,,,,,,26.1288265306122,27.1851713533795,,,,,,60.1853206534991,,,,,,38.6696949310177,,39.3730941068009,51.5863579819628,,,,29.4237562167197,,,,,52,,14.1143187967826,,14.3274291797268,,9.11132437619962,,,,,,,,,,,,,,,,,,56.2691966418675,,,,,40.3259160559627,8.00696327081068,59.9192133231798,,,,19.5458881504578,12.9543533389687,,,21.9822809650237,,,,,,,,,,,,,,,45.19,,34.0037816507728,23.270906988137,,,,,,,37.1123778886865,,,,,,,,,,,
,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Exchange Rates to US Dollar,,Description Exchange Rates to US Dollar,,0=[0xBD0026][20000] 1=[0xF03B20][240] 2=[0xFD8D3C][40] 3=[0xFEB24C][7.740583] 4=[0xFED976][4],,,,,0.0449984271,5,3.9494083323,,2.5552181e-08,,2.1697958323,3.6575e-10,,,0.763871249,17.42,,0.999999999,0.395499999,12.186180037,2.0188665976,,36.78,1.8080437046,214.31290034,0.999999999,8.3758919457,,,0.7395077005,2.95369e-12,,2.3712999991,0.0012,214.31290034,78.75,4,214.31290034,1.0171583328,25.54325,,,214.31290032,4.9104166667,1.859799999,30.928941666,214.31382036,214.31290034,,8.569999999,,,0.82,0.37,,,,5.746149999,177721,2.1697958323,0.999999999,0.999999999,0.3913036675,0.999999999,214.31290034,2.07,,,0.8218830642,3.68,4.29,214.31290034,1.8080437033,,,0.0001149382,,32.05,2.1697958323,0.999999999,20.673264933,0.3929730769,2.3553841544,4.999999999,,2,,43.971383332,1.5369499997,8.3758919457,,,0.2953136675,0.45,0.0006336149,652.85,0.90909,296.7875,0.3197916657,,7.3431933323,0.763871249,0.2900323323,,,,2.3019833324,0.7395077553,0.999999999,,,,,,42.862416663,0.863833499,2.3937833332,5.7648333323,214.31290034,0.38,0.999999999,43.104249999,6.0267973333,0.0125,0.999999999,,3.2,,,4.052487499,0.02555275,,0.7395077553,,11.002833333,2.53,,0.8323072194,2.0606442e-09,214.31290034,0.6155015534,,5.2269416657,0.345399999,9.9,0.999999999,,0.999999999,0.7638933323,126,4.0370833e-08,7.247899999,0.00332,25.55,3.9307166657,,,2,,92.277266555,2.1697958323,2.1697958323,2.1697958323,0.6327885832,,,3.517612499,214.31290034,,6.026799999,0.9040216657,2.3712999991,,,0.7638666667,6.294999999,0.7395077553,57.41,7.0071666657,,0.001785,0.7395077553,4.1521916657,2.5812833324,3.699999999,,20.379269486,,,214.31290034,,0.7639018796,2.1697975952,0.4022666657,1.44421e-05,,,,0.07421925,,3.961284999,0.4520411657,,1,0.0022358333,,69.272592593,,,,0.6432299995,0.0005701167,,,,,,,0.999999999,,,,
,,,Long-Term Government Bond Yield,,Description Long-Term Government Bond Yield,,0=[0xBD0026][87] 1=[0xF03B20][6.71] 2=[0xFD8D3C][4.82] 3=[0xFEB24C][3.79] 4=[0xFED976][1.00325],,,,,,,,,,,,,,,9.741667,9.61,,,,,,,8.515833,,,,,,,,,,,,,,,,8.993333,,,,,,,,,,,,,,,,,,,13.1,,,,,,,,,,,,,10.31167,,,,,,,,,,,,,,,,,,,6.35,,,,13.9675,,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.786667,,6.326667,,,,,7.29,,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.708333,,,,,,8.79,6.435833,,,,,,,,,,,,,,,,,,13.18167,,7.9875,,,,,,,,,,,,,,,,,,,
,,,Total Gross Central Government Debt as a Percentage of GDP,,Description Total Gross Central Government Debt as a Percentage of GDP,,0=[0xBD0026][1200] 1=[0xF03B20][84] 2=[0xFD8D3C][55] 3=[0xFEB24C][35] 4=[0xFED976][21],,,,,,,47.8787233146754,,,,,33.8,,,23.6368473561689,12.7993523898067,,,,,,,39.6338029788572,,,,,,,,23.9939099194016,,,,,,,,36.5159849901145,,,,,28.3616954882304,,12.3233757563555,,,,36.118086714352,,,,,,,,4.33788012409292,,,13.0949404017671,15.0846613509485,38.7247665806304,10.6193726653434,,,,,,3.68255289373283,22,,,,,36.2918796138558,,18.1763215075376,,14.208445358216,,,,,,,,,16.3874830196429,29.5186642965973,,,,72.3595194092827,,48.1798219190903,,19.6177976022525,,,14.740302743614,,,,,,,,,,,,,,,,40.1059854991974,,,,,,29.8829039812646,21.3,,,,,,57.9362462214894,,,,,,39.5683204208518,,35.8159067535139,53.4676740768569,,,,27.6270662129628,,,,,38.009540329575,,12.6398211007079,,15.2331795949327,,10.2486744432662,,,,,,,,,,,,,,,,,,59.9783145143199,,,,,37.8828717255873,11.5798956694543,54.8003913157994,,,,20.2877614116659,7.53979522671328,,,15.7618985880983,,,,,,,,,,,,,,,43.83,,32.557183855407,21.4246010333642,,,,,,,35.5222013758599,,,,,,,,,,,
,,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Exchange Rates to US Dollar,,Description Exchange Rates to US Dollar,,0=[0xBD0026][20000] 1=[0xF03B20][240] 2=[0xFD8D3C][40] 3=[0xFEB24C][7.740583] 4=[0xFED976][4],,,,,0.0449984271,5,4.180749999,,2.5407601e-08,,2.0532324085,5E-011,,,0.6966658686,18.69,,0.999999999,0.394739999,8.2260022412,2.0532309108,,38.95,1.7109267841,240.70466764,0.9999999995,8.1016032272,,,0.6794770036,2.46784e-12,,2.4368666658,0.00097,240.70466764,78.75,4,240.70466764,0.9780333323,25.408166667,,,240.70466764,0.5928262613,1.961199999,26.064124999,240.70570095,240.70466764,,7.9299973063,,,0.82,0.36,,,,6.094899999,177721,2.0532324085,0.9999999995,0.9999999995,0.3913036675,0.9999999995,240.70466764,2.07,,,0.8056038281,3.77,4.81,240.70466764,1.7109267831,,,0.0001149382,,30,2.0532324085,0.9999999995,20.556276172,0.3908948718,2.2268552932,5.0000041459,,2.0000000004,,46.752399999,0.9995166665,8.1016032272,,,0.2956831111,0.43,0.0004451534,650.34,0.9090899999,292.0825,0.3220916657,,7.1348111007,0.6383831311,0.2931514157,,,,2.3277583324,0.6794770036,0.9999999995,,,,,,48.14075,0.8412034157,2.4070666659,3.929999999,240.70466764,0.39,0.9999999995,45.333333332,5.7030750713,0.0124999689,0.999999999,,3.34,,,4.3697666657,0.0254081667,,0.6794770036,,10.559999999,2.69,,0.7154025887,2.0606442e-09,240.70466764,0.6302820462,,5.5397083323,0.345399999,9.9,0.9999999995,,0.9999999995,0.6966658686,126,3.87e-08,6.7878749994,0.00332,25.41,3.947399999,,,2,,92.978505905,2.0532324085,2.0532324085,2.0532324085,0.60658,,,3.549999999,240.70466764,,5.7030916657,0.8554608323,2.4368666658,,,0.6980854493,6.294999999,0.6794770036,57.69,6.650749999,,0.001785,0.6794770036,4.439424999,2.979249999,3.7329166657,,20.375102798,,,240.70466764,,0.6958452215,2.0532309108,0.4365083323,1.39271e-05,,,,0.0713595,,3.9590451557,0.4277564397,,1,0.0010983275,,77.803232323,,,,0.643459999,0.0005829167,,,,,,,0.9999999995,,,,
,,,Long-Term Government Bond Yield,,Description Long-Term Government Bond Yield,,0=[0xBD0026][87] 1=[0xF03B20][6.71] 2=[0xFD8D3C][4.82] 3=[0xFEB24C][3.79] 4=[0xFED976][1.00325],,,,,,,,,,,,,,,9.036667,9.74,,,,,,,8.768333,,,,,,,,,,,,,,,,8.87,,,,,,,,,,,,,,,,,,,14.55,,,,,,,,,,,,,11.0025,,,,,,,,,,,,,,,,,,,6.03,,,,14.62,,9.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.824166,,6.0825,,,,,7.1,,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.958333,,,,,,7.79,7.129167,,,,,,,,,,,,,,,,,,14.20667,,7.5575,,,,,,,,,,,,,,,,,,,
,,,Total Gross Central Government Debt as a Percentage of GDP,,Description Total Gross Central Government Debt as a Percentage of GDP,,0=[0xBD0026][1200] 1=[0xF03B20][84] 2=[0xFD8D3C][55] 3=[0xFEB24C][35] 4=[0xFED976][21],,,,,,,42.1710207031198,,,,,13,,,22.3663943990665,8.87589068335031,,,,,,,38.6826658175664,,,,,,,,21.1927347529034,,,,,,,,37.5071301934788,,,,,18.8218194216907,,13.5829298562396,,,,,,,,,,,,4.56084465280282,,,14.5947052401747,13.8723847790548,20.5998883115368,10.7717396635441,,,,,,3.2791095890411,18,,,,,36.3562231759657,,17.4779943666804,,13.8403456194294,,,,,,,,,12.5416267218498,28.9442927362097,,,,65.4591810096958,,41.2661671570769,,15.3682114517249,,,14.1387942053686,,,,,,,,,,,,,,,,34.0574141952621,,,,,,21.4583333333333,19.4,,,,,,51625,,,,,,39.6750625059438,,36.0475482912333,42.8260515470148,,,,26.1643413242889,,,,,43.8346184202538,,12.539956613329,,14.862151106108,,10.3097553787209,,,,,,,,,,,,,,,,,,35.8829626086263,,,,,33.7118193330519,13.1004258132255,52.0806865508393,,,,19.5327318276325,5.7532955350815,,,16.3228993925468,,,,,,,,,,,,,,,48.28,,31.6812147870323,16.9480721895222,,,,,,,37.5305092112742,,,,,,,,,,,
,,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Exchange Rates to US Dollar,,Description Exchange Rates to US Dollar,,0=[0xBD0026][20000] 1=[0xF03B20][240] 2=[0xFD8D3C][40] 3=[0xFEB24C][7.740583] 4=[0xFED976][4],,,,,0.0449984271,5,3.9624954122,,2.451462e-08,,1.959219236,5E-011,,,0.7034971016,19.58,,0.9999999999,0.3996303072,7.8498159993,1.9592205374,,38.98,1.6326837812,222.88918305,1,7.7420385621,,,0.6941141376,2.22645e-12,,2.4585796549,0.0009791667,222.88918305,80.026083333,244.91666667,222.88918305,1.0000833323,24.515166667,,,222.88918302,0.0716419085,1.9894159737,23.636983332,222.89013989,222.88918305,,6.6467583323,,,829,0.35,,,,6.049499999,179.94233333,1.959219236,1,1,0.3979562432,1,222.88918305,2.1,,,0.7942238252,3.82,4.45,222.88918305,1.7024045609,,,0.0001164374,,29.63,1.959219236,1,20.71609177,0.3771564103,2.1061762108,5.0000000034,,2.0000000008,,48.966224999,0.9044493602,7.7420385621,,,0.2997207674,0.41,0.0004194692,583,0.9024267487,271.70166667,0.328570868,,7.020383688,0.704113908,0.2965723156,,,,2.6103999991,0.693959098,1,,,,,,44.577666667,0.8192621657,2.4433296549,3.9856666657,222.88918305,0.37,1,44.577666667,5.4422657115,0.0124999519,0.999999999,,3.33,,,4.1069208323,0.0245151667,,0.6941141376,,10.471508989,2.8,,0.7368121255,2.0606198e-09,222.88918305,0.657894999,,5.7658333323,0.3506761657,9.9942499999,1,,1,0.704113908,126,3.87e-08,6.7562833323,0.00335,24.52,3.9962935504,,,0.0018794167,,83.9219999,1.959219236,1.959219236,1.959219236,0.6124570005,,,3.7065890401,222.88918305,,5.4422833323,0.8163416657,2.4573666658,,,0.704113908,6.281499999,0.693959098,58.26,6.402499999,,0.001785,0.693959098,4.367249999,3.1648333324,3.823249999,,20.491587977,,,222.88918305,,0.704113908,1.9592205374,0.4215958328,"0,01415",,,,0.0702145,,3.9962713139,0.4081709453,,1,0.0008571508,,72.044713805,,,,0.6523966657,0.0005853386,,,,,,,1,,,,
